chrBase	chr	base	strand	coverage	freqC	freqT
chr21.14367010	chr21	14367010	F	17	88.24	11.76
chr21.14367705	chr21	14367705	F	18	100.00	0.00
chr21.14367533	chr21	14367533	F	85	95.29	4.71
chr21.14367311	chr21	14367311	R	20	100.00	0.00
chr21.14367665	chr21	14367665	F	20	100.00	0.00
chr21.14367105	chr21	14367105	F	12	100.00	0.00
chr21.14367702	chr21	14367702	R	20	100.00	0.00
chr21.14367545	chr21	14367545	F	82	100.00	0.00
chr21.14367326	chr21	14367326	R	21	95.24	4.76
chr21.14367464	chr21	14367464	F	18	100.00	0.00
chr21.14367278	chr21	14367278	F	10	100.00	0.00
chr21.14367292	chr21	14367292	F	11	100.00	0.00
chr21.14367054	chr21	14367054	R	24	95.83	4.17
chr21.14367310	chr21	14367310	F	11	100.00	0.00
chr21.14366923	chr21	14366923	R	30	96.67	3.33
chr21.14367716	chr21	14367716	R	20	100.00	0.00
chr21.14367582	chr21	14367582	F	80	100.00	0.00
chr21.14367009	chr21	14367009	R	21	95.24	4.76
chr21.14367242	chr21	14367242	R	16	75.00	25.00
chr21.14367103	chr21	14367103	F	12	91.67	8.33
chr21.14367293	chr21	14367293	R	20	100.00	0.00
chr21.14367517	chr21	14367517	R	21	95.24	4.76
chr21.14366939	chr21	14366939	F	11	100.00	0.00
chr21.14367456	chr21	14367456	R	79	100.00	0.00
chr21.14367740	chr21	14367740	R	20	100.00	0.00
chr21.14367045	chr21	14367045	R	24	95.83	4.17
chr21.14367515	chr21	14367515	R	21	100.00	0.00
chr21.14367498	chr21	14367498	R	18	77.78	22.22
chr21.14367213	chr21	14367213	F	16	93.75	6.25
chr21.14366954	chr21	14366954	F	12	83.33	16.67
chr21.14367961	chr21	14367961	R	29	100.00	0.00
chr21.14367882	chr21	14367882	R	40	100.00	0.00
chr21.14367268	chr21	14367268	R	16	75.00	25.00
chr21.14367190	chr21	14367190	F	18	100.00	0.00
chr21.14367739	chr21	14367739	F	20	100.00	0.00
chr21.14367059	chr21	14367059	F	13	100.00	0.00
chr21.14367979	chr21	14367979	R	30	96.67	3.33
chr21.14366922	chr21	14366922	F	12	91.67	8.33
chr21.14367706	chr21	14367706	R	19	73.68	26.32
chr21.14367207	chr21	14367207	F	16	100.00	0.00
chr21.14367666	chr21	14367666	R	117	98.29	1.71
chr21.14367008	chr21	14367008	F	17	88.24	11.76
chr21.14366972	chr21	14366972	F	18	100.00	0.00
chr21.14367297	chr21	14367297	R	20	100.00	0.00
chr21.14366955	chr21	14366955	R	20	100.00	0.00
chr21.14367296	chr21	14367296	F	11	100.00	0.00
chr21.14367220	chr21	14367220	F	15	80.00	20.00
chr21.14367062	chr21	14367062	F	13	100.00	0.00
chr21.14367011	chr21	14367011	R	22	100.00	0.00
chr21.14367621	chr21	14367621	R	108	94.44	5.56
chr21.14367176	chr21	14367176	R	27	88.89	11.11
chr21.14368552	chr21	14368552	F	11	100.00	0.00
chr21.14368446	chr21	14368446	R	12	100.00	0.00
chr21.14368540	chr21	14368540	R	26	100.00	0.00
chr21.14368415	chr21	14368415	F	20	85.00	15.00
chr21.14368539	chr21	14368539	F	11	100.00	0.00
chr21.14368400	chr21	14368400	F	20	100.00	0.00
chr21.14368438	chr21	14368438	F	19	94.74	5.26
chr21.14368553	chr21	14368553	R	25	100.00	0.00
chr21.14368590	chr21	14368590	R	26	92.31	7.69
chr21.14368475	chr21	14368475	R	13	100.00	0.00
chr21.14368489	chr21	14368489	F	12	100.00	0.00
chr21.14368490	chr21	14368490	R	13	100.00	0.00
chr21.14368445	chr21	14368445	F	16	100.00	0.00
chr21.14368481	chr21	14368481	R	13	100.00	0.00
chr21.14369784	chr21	14369784	F	21	100.00	0.00
chr21.14369826	chr21	14369826	F	17	100.00	0.00
chr21.14370535	chr21	14370535	F	23	95.65	4.35
chr21.14370521	chr21	14370521	F	24	100.00	0.00
chr21.14370195	chr21	14370195	F	15	73.33	26.67
chr21.14370352	chr21	14370352	F	21	100.00	0.00
chr21.14370181	chr21	14370181	R	394	75.89	24.11
chr21.14370457	chr21	14370457	F	27	88.89	11.11
chr21.14370536	chr21	14370536	R	22	100.00	0.00
chr21.14370528	chr21	14370528	F	24	95.83	4.17
chr21.14370025	chr21	14370025	F	58	84.48	15.52
chr21.14370359	chr21	14370359	F	21	95.24	4.76
chr21.14370360	chr21	14370360	R	25	100.00	0.00
chr21.14370576	chr21	14370576	R	22	100.00	0.00
chr21.14370529	chr21	14370529	R	22	100.00	0.00
chr21.14370433	chr21	14370433	F	30	100.00	0.00
chr21.14370560	chr21	14370560	R	22	100.00	0.00
chr21.14370143	chr21	14370143	R	65	100.00	0.00
chr21.14370353	chr21	14370353	R	25	92.00	8.00
chr21.14370169	chr21	14370169	R	393	79.64	20.36
chr21.14370180	chr21	14370180	F	16	100.00	0.00
chr21.14370268	chr21	14370268	F	12	100.00	0.00
chr21.14370318	chr21	14370318	F	22	95.45	4.55
chr21.14370376	chr21	14370376	R	24	100.00	0.00
chr21.14370415	chr21	14370415	F	31	100.00	0.00
chr21.14370153	chr21	14370153	R	71	100.00	0.00
chr21.14370444	chr21	14370444	F	30	100.00	0.00
chr21.14370018	chr21	14370018	R	12	100.00	0.00
chr21.14370384	chr21	14370384	R	11	100.00	0.00
chr21.14370193	chr21	14370193	F	15	93.33	6.67
chr21.14370269	chr21	14370269	R	16	87.50	12.50
chr21.14370559	chr21	14370559	F	22	90.91	9.09
chr21.14370310	chr21	14370310	F	22	100.00	0.00
chr21.14370416	chr21	14370416	R	11	100.00	0.00
chr21.14371668	chr21	14371668	F	30	100.00	0.00
chr21.14371698	chr21	14371698	F	30	93.33	6.67
chr21.14371781	chr21	14371781	R	27	100.00	0.00
chr21.14371662	chr21	14371662	F	30	93.33	6.67
chr21.14371678	chr21	14371678	F	30	93.33	6.67
chr21.14373909	chr21	14373909	F	33	100.00	0.00
chr21.14374698	chr21	14374698	F	42	83.33	16.67
chr21.14374802	chr21	14374802	F	19	100.00	0.00
chr21.14374689	chr21	14374689	F	42	92.86	7.14
chr21.14374557	chr21	14374557	F	34	100.00	0.00
chr21.14374686	chr21	14374686	F	42	100.00	0.00
chr21.14374687	chr21	14374687	R	19	100.00	0.00
chr21.14374515	chr21	14374515	F	39	92.31	7.69
chr21.14374542	chr21	14374542	F	36	100.00	0.00
chr21.14374771	chr21	14374771	F	20	100.00	0.00
chr21.14374766	chr21	14374766	F	20	100.00	0.00
chr21.14374774	chr21	14374774	F	20	100.00	0.00
chr21.14376512	chr21	14376512	R	71	95.77	4.23
chr21.14376427	chr21	14376427	F	12	66.67	33.33
chr21.14376611	chr21	14376611	R	15	100.00	0.00
chr21.14376428	chr21	14376428	R	11	0.00	100.00
chr21.14376417	chr21	14376417	R	11	0.00	100.00
chr21.14376555	chr21	14376555	F	12	100.00	0.00
chr21.14376609	chr21	14376609	R	15	100.00	0.00
chr21.14376644	chr21	14376644	R	20	50.00	50.00
chr21.14376556	chr21	14376556	R	76	100.00	0.00
chr21.14377582	chr21	14377582	R	16	93.75	6.25
chr21.14377513	chr21	14377513	F	19	89.47	10.53
chr21.14377537	chr21	14377537	F	19	100.00	0.00
chr21.14377533	chr21	14377533	R	15	100.00	0.00
chr21.14377576	chr21	14377576	R	16	93.75	6.25
chr21.14377538	chr21	14377538	R	16	100.00	0.00
chr21.14377532	chr21	14377532	F	19	100.00	0.00
chr21.14378377	chr21	14378377	R	11	100.00	0.00
chr21.14378417	chr21	14378417	R	15	100.00	0.00
chr21.14378291	chr21	14378291	F	13	100.00	0.00
chr21.14378325	chr21	14378325	F	11	72.73	27.27
chr21.14378283	chr21	14378283	F	13	100.00	0.00
chr21.14378318	chr21	14378318	F	11	100.00	0.00
chr21.14378306	chr21	14378306	F	13	100.00	0.00
chr21.14378407	chr21	14378407	R	14	100.00	0.00
chr21.14378277	chr21	14378277	R	15	100.00	0.00
chr21.14378379	chr21	14378379	R	11	100.00	0.00
chr21.14378284	chr21	14378284	R	15	100.00	0.00
chr21.14379907	chr21	14379907	R	36	100.00	0.00
chr21.14379889	chr21	14379889	R	36	100.00	0.00
chr21.14381368	chr21	14381368	R	27	100.00	0.00
chr21.14381228	chr21	14381228	F	29	65.52	34.48
chr21.14381276	chr21	14381276	F	22	86.36	13.64
chr21.14387377	chr21	14387377	F	30	100.00	0.00
chr21.14387427	chr21	14387427	R	15	100.00	0.00
chr21.14387426	chr21	14387426	F	28	0.00	100.00
chr21.14399864	chr21	14399864	R	11	90.91	9.09
chr21.14399703	chr21	14399703	F	11	100.00	0.00
chr21.14399868	chr21	14399868	R	11	100.00	0.00
chr21.14510364	chr21	14510364	R	15	0.00	100.00
chr21.14510373	chr21	14510373	F	67	0.00	100.00
chr21.14510363	chr21	14510363	F	16	0.00	100.00
chr21.14510374	chr21	14510374	R	15	0.00	100.00
chr21.14510336	chr21	14510336	F	15	0.00	100.00
chr21.14510480	chr21	14510480	R	27	0.00	100.00
chr21.14510517	chr21	14510517	R	29	0.00	100.00
chr21.14510411	chr21	14510411	F	69	0.00	100.00
chr21.14510496	chr21	14510496	R	29	0.00	100.00
chr21.14510326	chr21	14510326	R	21	0.00	95.24
chr21.14510402	chr21	14510402	F	69	0.00	100.00
chr21.14510325	chr21	14510325	F	17	0.00	100.00
chr21.14510507	chr21	14510507	R	28	0.00	100.00
chr21.14510337	chr21	14510337	R	15	0.00	100.00
chr21.14510499	chr21	14510499	R	29	0.00	100.00
chr21.14510522	chr21	14510522	R	29	0.00	100.00
chr21.14510514	chr21	14510514	R	29	0.00	100.00
chr21.14510368	chr21	14510368	R	15	0.00	100.00
chr21.14568204	chr21	14568204	F	25	4.00	96.00
chr21.14568183	chr21	14568183	F	29	3.45	96.55
chr21.14568176	chr21	14568176	F	27	3.70	96.30
chr21.14568196	chr21	14568196	F	28	3.57	96.43
chr21.14568171	chr21	14568171	F	29	3.45	96.55
chr21.14568220	chr21	14568220	F	27	3.70	96.30
chr21.14595392	chr21	14595392	R	66	100.00	0.00
chr21.14595418	chr21	14595418	R	67	100.00	0.00
chr21.14677320	chr21	14677320	F	16	0.00	100.00
chr21.14677252	chr21	14677252	R	25	0.00	100.00
chr21.14677113	chr21	14677113	F	12	0.00	100.00
chr21.14677277	chr21	14677277	R	26	0.00	100.00
chr21.14677142	chr21	14677142	F	13	0.00	100.00
chr21.14677377	chr21	14677377	R	15	0.00	100.00
chr21.14677544	chr21	14677544	R	52	0.00	100.00
chr21.14677256	chr21	14677256	R	25	0.00	100.00
chr21.14677276	chr21	14677276	F	17	0.00	100.00
chr21.14677362	chr21	14677362	R	11	0.00	100.00
chr21.14677535	chr21	14677535	R	52	0.00	100.00
chr21.14677376	chr21	14677376	F	52	9.62	90.38
chr21.14677409	chr21	14677409	F	50	0.00	100.00
chr21.14677069	chr21	14677069	R	10	0.00	100.00
chr21.14677385	chr21	14677385	F	51	0.00	100.00
chr21.14677119	chr21	14677119	F	13	0.00	100.00
chr21.14677134	chr21	14677134	F	13	0.00	100.00
chr21.14677516	chr21	14677516	R	52	0.00	100.00
chr21.14677540	chr21	14677540	R	52	0.00	100.00
chr21.14677352	chr21	14677352	R	15	0.00	100.00
chr21.14677097	chr21	14677097	R	10	0.00	100.00
chr21.14677294	chr21	14677294	F	16	0.00	100.00
chr21.14677323	chr21	14677323	F	16	0.00	100.00
chr21.14677244	chr21	14677244	R	20	0.00	100.00
chr21.14677096	chr21	14677096	F	13	0.00	100.00
chr21.14677504	chr21	14677504	R	38	0.00	100.00
chr21.14773120	chr21	14773120	F	13	100.00	0.00
chr21.14791758	chr21	14791758	R	20	95.00	5.00
chr21.14791677	chr21	14791677	F	40	97.50	2.50
chr21.14791725	chr21	14791725	R	19	100.00	0.00
chr21.14791643	chr21	14791643	F	41	100.00	0.00
chr21.14791733	chr21	14791733	R	19	100.00	0.00
chr21.14791739	chr21	14791739	R	19	100.00	0.00
chr21.14791749	chr21	14791749	R	20	100.00	0.00
chr21.14791716	chr21	14791716	R	19	100.00	0.00
chr21.14791723	chr21	14791723	R	19	94.74	5.26
chr21.14791744	chr21	14791744	R	20	100.00	0.00
chr21.14824325	chr21	14824325	R	47	85.11	14.89
chr21.14824366	chr21	14824366	R	50	100.00	0.00
chr21.14906401	chr21	14906401	R	13	100.00	0.00
chr21.14938572	chr21	14938572	R	25	96.00	4.00
chr21.15085875	chr21	15085875	F	14	100.00	0.00
chr21.15085832	chr21	15085832	F	15	100.00	0.00
chr21.15114157	chr21	15114157	R	19	100.00	0.00
chr21.15114100	chr21	15114100	F	11	90.91	9.09
chr21.15114205	chr21	15114205	R	20	100.00	0.00
chr21.15136547	chr21	15136547	F	31	100.00	0.00
chr21.15136548	chr21	15136548	R	23	95.65	4.35
chr21.15136531	chr21	15136531	F	31	93.55	6.45
chr21.15136527	chr21	15136527	F	31	100.00	0.00
chr21.15136596	chr21	15136596	R	25	80.00	20.00
chr21.15181542	chr21	15181542	R	21	100.00	0.00
chr21.15181554	chr21	15181554	R	22	90.91	9.09
chr21.15181553	chr21	15181553	F	12	100.00	0.00
chr21.15181558	chr21	15181558	R	22	100.00	0.00
chr21.15181507	chr21	15181507	F	13	92.31	7.69
chr21.15181541	chr21	15181541	F	12	100.00	0.00
chr21.15221188	chr21	15221188	F	27	100.00	0.00
chr21.15221626	chr21	15221626	F	34	100.00	0.00
chr21.15221580	chr21	15221580	F	39	92.31	7.69
chr21.15221592	chr21	15221592	F	37	97.30	2.70
chr21.15242079	chr21	15242079	R	70	98.57	1.43
chr21.15241981	chr21	15241981	F	88	100.00	0.00
chr21.15242126	chr21	15242126	R	75	93.33	6.67
chr21.15286353	chr21	15286353	F	26	100.00	0.00
chr21.15286377	chr21	15286377	F	26	84.62	15.38
chr21.15286362	chr21	15286362	F	26	80.77	19.23
chr21.15290565	chr21	15290565	R	32	100.00	0.00
chr21.15338171	chr21	15338171	F	38	52.63	47.37
chr21.15338207	chr21	15338207	F	38	94.74	5.26
chr21.15338199	chr21	15338199	F	38	52.63	47.37
chr21.15358815	chr21	15358815	F	23	0.00	100.00
chr21.15358900	chr21	15358900	F	19	0.00	100.00
chr21.15358666	chr21	15358666	R	30	0.00	100.00
chr21.15358536	chr21	15358536	R	20	0.00	100.00
chr21.15358401	chr21	15358401	R	12	0.00	100.00
chr21.15358623	chr21	15358623	F	32	0.00	100.00
chr21.15358689	chr21	15358689	R	34	0.00	100.00
chr21.15358866	chr21	15358866	R	16	0.00	100.00
chr21.15358893	chr21	15358893	F	19	0.00	100.00
chr21.15358948	chr21	15358948	R	25	0.00	100.00
chr21.15358829	chr21	15358829	F	21	0.00	100.00
chr21.15358643	chr21	15358643	F	16	0.00	100.00
chr21.15358927	chr21	15358927	F	19	0.00	100.00
chr21.15358896	chr21	15358896	F	19	0.00	100.00
chr21.15358584	chr21	15358584	F	32	0.00	100.00
chr21.15358963	chr21	15358963	F	29	0.00	100.00
chr21.15359072	chr21	15359072	R	30	0.00	100.00
chr21.15358559	chr21	15358559	R	14	0.00	100.00
chr21.15358921	chr21	15358921	F	19	0.00	100.00
chr21.15358859	chr21	15358859	R	15	0.00	100.00
chr21.15358985	chr21	15358985	F	29	0.00	100.00
chr21.15358423	chr21	15358423	R	12	0.00	100.00
chr21.15358515	chr21	15358515	R	20	0.00	100.00
chr21.15358561	chr21	15358561	F	11	0.00	100.00
chr21.15358820	chr21	15358820	F	23	0.00	100.00
chr21.15358991	chr21	15358991	F	27	0.00	100.00
chr21.15358812	chr21	15358812	F	22	0.00	100.00
chr21.15358665	chr21	15358665	F	16	0.00	100.00
chr21.15358983	chr21	15358983	F	29	0.00	100.00
chr21.15359092	chr21	15359092	R	30	0.00	100.00
chr21.15358693	chr21	15358693	R	34	0.00	100.00
chr21.15358801	chr21	15358801	F	23	0.00	100.00
chr21.15358488	chr21	15358488	R	20	0.00	100.00
chr21.15358637	chr21	15358637	F	16	0.00	100.00
chr21.15358418	chr21	15358418	R	12	0.00	100.00
chr21.15358912	chr21	15358912	F	19	0.00	100.00
chr21.15359105	chr21	15359105	R	31	0.00	100.00
chr21.15359080	chr21	15359080	R	30	0.00	100.00
chr21.15358849	chr21	15358849	R	16	0.00	100.00
chr21.15358607	chr21	15358607	R	11	0.00	100.00
chr21.15358590	chr21	15358590	F	32	0.00	100.00
chr21.15358403	chr21	15358403	R	12	0.00	100.00
chr21.15358979	chr21	15358979	R	39	0.00	100.00
chr21.15358521	chr21	15358521	F	17	0.00	100.00
chr21.15358525	chr21	15358525	R	20	0.00	100.00
chr21.15358618	chr21	15358618	F	30	0.00	100.00
chr21.15358992	chr21	15358992	R	35	0.00	100.00
chr21.15358986	chr21	15358986	R	39	0.00	100.00
chr21.15358331	chr21	15358331	F	27	0.00	100.00
chr21.15358702	chr21	15358702	R	34	0.00	100.00
chr21.15358375	chr21	15358375	R	12	0.00	100.00
chr21.15359004	chr21	15359004	R	40	0.00	100.00
chr21.15358830	chr21	15358830	R	12	0.00	100.00
chr21.15358567	chr21	15358567	R	14	0.00	100.00
chr21.15358922	chr21	15358922	R	16	0.00	100.00
chr21.15358662	chr21	15358662	R	33	0.00	100.00
chr21.15358923	chr21	15358923	F	19	0.00	100.00
chr21.15358522	chr21	15358522	R	19	0.00	100.00
chr21.15358656	chr21	15358656	F	16	0.00	100.00
chr21.15358969	chr21	15358969	F	29	0.00	100.00
chr21.15358384	chr21	15358384	R	11	0.00	100.00
chr21.15358514	chr21	15358514	F	20	0.00	100.00
chr21.15358832	chr21	15358832	R	15	0.00	100.00
chr21.15358476	chr21	15358476	F	25	0.00	100.00
chr21.15358999	chr21	15358999	R	38	0.00	100.00
chr21.15358661	chr21	15358661	F	16	0.00	100.00
chr21.15358924	chr21	15358924	R	19	0.00	100.00
chr21.15358697	chr21	15358697	R	34	0.00	100.00
chr21.15358803	chr21	15358803	F	21	0.00	100.00
chr21.15358562	chr21	15358562	R	14	0.00	100.00
chr21.15358606	chr21	15358606	F	27	0.00	100.00
chr21.15358368	chr21	15358368	F	26	0.00	100.00
chr21.15358950	chr21	15358950	R	25	0.00	100.00
chr21.15359014	chr21	15359014	R	40	0.00	100.00
chr21.15358551	chr21	15358551	F	12	0.00	100.00
chr21.15358856	chr21	15358856	R	16	0.00	100.00
chr21.15358585	chr21	15358585	R	11	0.00	100.00
chr21.15359098	chr21	15359098	R	31	0.00	100.00
chr21.15358619	chr21	15358619	R	11	0.00	100.00
chr21.15358624	chr21	15358624	R	11	9.09	90.91
chr21.15359113	chr21	15359113	R	31	0.00	100.00
chr21.15358945	chr21	15358945	R	25	0.00	100.00
chr21.15358577	chr21	15358577	F	32	0.00	100.00
chr21.15358831	chr21	15358831	F	19	0.00	100.00
chr21.15358487	chr21	15358487	F	22	0.00	100.00
chr21.15358591	chr21	15358591	R	11	0.00	100.00
chr21.15358602	chr21	15358602	F	31	0.00	100.00
chr21.15359109	chr21	15359109	R	31	0.00	100.00
chr21.15358795	chr21	15358795	F	23	0.00	100.00
chr21.15358868	chr21	15358868	R	16	0.00	100.00
chr21.15358978	chr21	15358978	F	29	0.00	100.00
chr21.15358524	chr21	15358524	F	20	0.00	100.00
chr21.15359088	chr21	15359088	R	31	0.00	100.00
chr21.15358658	chr21	15358658	F	16	0.00	100.00
chr21.15359003	chr21	15359003	F	29	0.00	100.00
chr21.15358558	chr21	15358558	F	11	0.00	100.00
chr21.15358603	chr21	15358603	R	11	0.00	100.00
chr21.15359121	chr21	15359121	R	31	0.00	100.00
chr21.15358823	chr21	15358823	F	21	0.00	100.00
chr21.15358964	chr21	15358964	R	25	0.00	100.00
chr21.15358984	chr21	15358984	R	39	0.00	100.00
chr21.15358578	chr21	15358578	R	25	0.00	100.00
chr21.15358552	chr21	15358552	R	14	0.00	100.00
chr21.15358998	chr21	15358998	F	29	0.00	100.00
chr21.15358535	chr21	15358535	F	12	0.00	100.00
chr21.15358707	chr21	15358707	R	34	0.00	100.00
chr21.15358874	chr21	15358874	R	16	0.00	100.00
chr21.15358390	chr21	15358390	R	12	0.00	100.00
chr21.15359094	chr21	15359094	R	31	0.00	100.00
chr21.15358861	chr21	15358861	R	16	0.00	100.00
chr21.15358928	chr21	15358928	R	21	0.00	100.00
chr21.15358659	chr21	15358659	R	33	0.00	100.00
chr21.15358571	chr21	15358571	R	14	0.00	100.00
chr21.15358374	chr21	15358374	F	23	0.00	100.00
chr21.15359096	chr21	15359096	R	31	0.00	100.00
chr21.15359084	chr21	15359084	R	30	0.00	100.00
chr21.15358970	chr21	15358970	R	29	0.00	100.00
chr21.15358409	chr21	15358409	R	12	0.00	100.00
chr21.15359358	chr21	15359358	R	28	0.00	100.00
chr21.15359473	chr21	15359473	F	28	0.00	100.00
chr21.15359382	chr21	15359382	F	12	0.00	100.00
chr21.15359493	chr21	15359493	F	25	0.00	100.00
chr21.15359482	chr21	15359482	F	28	0.00	100.00
chr21.15359602	chr21	15359602	F	23	0.00	100.00
chr21.15359578	chr21	15359578	R	18	0.00	100.00
chr21.15359403	chr21	15359403	R	28	0.00	100.00
chr21.15359565	chr21	15359565	R	18	0.00	100.00
chr21.15359568	chr21	15359568	F	21	0.00	100.00
chr21.15359491	chr21	15359491	F	28	0.00	100.00
chr21.15359630	chr21	15359630	R	17	0.00	100.00
chr21.15359536	chr21	15359536	F	22	0.00	100.00
chr21.15359518	chr21	15359518	F	23	0.00	100.00
chr21.15359564	chr21	15359564	F	22	0.00	100.00
chr21.15359446	chr21	15359446	R	28	0.00	100.00
chr21.15359420	chr21	15359420	R	28	0.00	100.00
chr21.15359520	chr21	15359520	F	19	0.00	100.00
chr21.15359662	chr21	15359662	R	17	0.00	100.00
chr21.15359640	chr21	15359640	R	17	0.00	100.00
chr21.15359639	chr21	15359639	F	24	0.00	100.00
chr21.15359562	chr21	15359562	F	22	0.00	100.00
chr21.15359558	chr21	15359558	F	20	0.00	100.00
chr21.15359569	chr21	15359569	R	17	0.00	100.00
chr21.15359435	chr21	15359435	R	27	0.00	100.00
chr21.15359419	chr21	15359419	F	11	0.00	100.00
chr21.15359386	chr21	15359386	F	12	0.00	100.00
chr21.15359515	chr21	15359515	F	25	0.00	100.00
chr21.15359611	chr21	15359611	F	25	0.00	100.00
chr21.15359499	chr21	15359499	F	28	0.00	100.00
chr21.15359563	chr21	15359563	R	13	0.00	100.00
chr21.15359402	chr21	15359402	F	12	0.00	100.00
chr21.15359629	chr21	15359629	F	25	0.00	100.00
chr21.15359577	chr21	15359577	F	15	6.67	93.33
chr21.15359603	chr21	15359603	R	18	0.00	100.00
chr21.15360037	chr21	15360037	F	12	0.00	100.00
chr21.15447185	chr21	15447185	R	44	100.00	0.00
chr21.15458638	chr21	15458638	R	74	93.24	6.76
chr21.15502525	chr21	15502525	R	15	100.00	0.00
chr21.15502582	chr21	15502582	F	28	100.00	0.00
chr21.15502608	chr21	15502608	F	27	85.19	14.81
chr21.15502551	chr21	15502551	R	16	93.75	6.25
chr21.15582804	chr21	15582804	R	26	65.38	34.62
chr21.15582781	chr21	15582781	R	26	92.31	7.69
chr21.15583554	chr21	15583554	R	35	100.00	0.00
chr21.15583672	chr21	15583672	F	24	95.83	4.17
chr21.15583584	chr21	15583584	F	25	100.00	0.00
chr21.15583576	chr21	15583576	R	35	100.00	0.00
chr21.15583628	chr21	15583628	R	19	78.95	21.05
chr21.15583593	chr21	15583593	F	24	87.50	12.50
chr21.15583594	chr21	15583594	R	18	100.00	0.00
chr21.15583654	chr21	15583654	F	25	100.00	0.00
chr21.15583673	chr21	15583673	R	17	100.00	0.00
chr21.15583407	chr21	15583407	F	26	100.00	0.00
chr21.15583716	chr21	15583716	R	18	100.00	0.00
chr21.15583585	chr21	15583585	R	35	100.00	0.00
chr21.15583637	chr21	15583637	R	20	100.00	0.00
chr21.15583627	chr21	15583627	F	15	100.00	0.00
chr21.15584811	chr21	15584811	R	19	94.74	5.26
chr21.15584694	chr21	15584694	R	24	91.67	8.33
chr21.15584720	chr21	15584720	F	21	90.48	9.52
chr21.15584810	chr21	15584810	F	15	100.00	0.00
chr21.15584863	chr21	15584863	R	11	100.00	0.00
chr21.15584595	chr21	15584595	F	101	94.06	5.94
chr21.15584721	chr21	15584721	R	22	90.91	9.09
chr21.15584444	chr21	15584444	F	17	94.12	5.88
chr21.15584678	chr21	15584678	R	24	100.00	0.00
chr21.15584909	chr21	15584909	R	13	100.00	0.00
chr21.15584849	chr21	15584849	F	14	92.86	7.14
chr21.15584415	chr21	15584415	F	17	100.00	0.00
chr21.15584560	chr21	15584560	R	49	89.80	10.20
chr21.15584596	chr21	15584596	R	49	97.96	2.04
chr21.15601975	chr21	15601975	R	51	94.12	5.88
chr21.15698788	chr21	15698788	F	12	91.67	8.33
chr21.15715029	chr21	15715029	F	33	100.00	0.00
chr21.15737015	chr21	15737015	R	24	45.83	54.17
chr21.15737056	chr21	15737056	R	24	0.00	100.00
chr21.15788755	chr21	15788755	R	17	100.00	0.00
chr21.15788862	chr21	15788862	F	16	100.00	0.00
chr21.15788697	chr21	15788697	F	17	100.00	0.00
chr21.15788732	chr21	15788732	F	17	100.00	0.00
chr21.15788694	chr21	15788694	F	16	93.75	6.25
chr21.15788691	chr21	15788691	F	17	100.00	0.00
chr21.15788752	chr21	15788752	R	17	100.00	0.00
chr21.15788733	chr21	15788733	R	17	88.24	11.76
chr21.15788853	chr21	15788853	F	16	100.00	0.00
chr21.15788901	chr21	15788901	F	15	100.00	0.00
chr21.15826252	chr21	15826252	F	50	100.00	0.00
chr21.15826378	chr21	15826378	R	63	100.00	0.00
chr21.15884481	chr21	15884481	F	45	100.00	0.00
chr21.15884747	chr21	15884747	R	84	95.24	4.76
chr21.15930238	chr21	15930238	F	27	92.59	7.41
chr21.15930261	chr21	15930261	F	27	77.78	22.22
chr21.15930316	chr21	15930316	R	11	100.00	0.00
chr21.15930660	chr21	15930660	R	15	100.00	0.00
chr21.15950793	chr21	15950793	R	10	100.00	0.00
chr21.15950809	chr21	15950809	R	11	90.91	9.09
chr21.15968159	chr21	15968159	F	22	95.45	4.55
chr21.15968200	chr21	15968200	F	21	95.24	4.76
chr21.15968198	chr21	15968198	F	21	90.48	9.52
chr21.15968195	chr21	15968195	F	22	95.45	4.55
chr21.16007424	chr21	16007424	R	14	100.00	0.00
chr21.16007420	chr21	16007420	R	14	100.00	0.00
chr21.16014738	chr21	16014738	R	63	100.00	0.00
chr21.16014734	chr21	16014734	R	62	100.00	0.00
chr21.16014599	chr21	16014599	F	51	94.12	5.88
chr21.16014722	chr21	16014722	R	62	100.00	0.00
chr21.16014627	chr21	16014627	F	49	100.00	0.00
chr21.16024483	chr21	16024483	R	27	0.00	100.00
chr21.16024254	chr21	16024254	F	29	0.00	100.00
chr21.16024244	chr21	16024244	F	30	0.00	100.00
chr21.16024226	chr21	16024226	R	28	0.00	100.00
chr21.16023963	chr21	16023963	F	21	0.00	100.00
chr21.16024152	chr21	16024152	R	11	0.00	100.00
chr21.16024353	chr21	16024353	F	26	0.00	100.00
chr21.16024231	chr21	16024231	R	28	0.00	100.00
chr21.16023911	chr21	16023911	R	15	0.00	100.00
chr21.16023788	chr21	16023788	F	62	0.00	100.00
chr21.16024077	chr21	16024077	F	10	0.00	100.00
chr21.16024689	chr21	16024689	R	12	0.00	100.00
chr21.16024193	chr21	16024193	F	10	0.00	100.00
chr21.16023845	chr21	16023845	R	16	0.00	100.00
chr21.16024642	chr21	16024642	R	17	0.00	100.00
chr21.16024425	chr21	16024425	R	43	0.00	100.00
chr21.16024177	chr21	16024177	R	12	0.00	100.00
chr21.16024505	chr21	16024505	R	30	0.00	100.00
chr21.16024694	chr21	16024694	R	12	0.00	100.00
chr21.16024636	chr21	16024636	R	17	0.00	100.00
chr21.16024568	chr21	16024568	F	41	0.00	100.00
chr21.16024087	chr21	16024087	F	11	0.00	100.00
