chrBase	chr	base	strand	coverage	freqC	freqT
chr21.14399703	chr21	14399703	F	10	100.00	0.00
chr21.14461052	chr21	14461052	F	11	0.00	100.00
chr21.14461017	chr21	14461017	F	12	100.00	0.00
chr21.14510517	chr21	14510517	R	18	0.00	100.00
chr21.14510411	chr21	14510411	F	33	0.00	100.00
chr21.14510496	chr21	14510496	R	17	0.00	100.00
chr21.14510402	chr21	14510402	F	30	0.00	100.00
chr21.14510507	chr21	14510507	R	18	0.00	100.00
chr21.14510499	chr21	14510499	R	18	0.00	100.00
chr21.14510373	chr21	14510373	F	30	10.00	90.00
chr21.14510480	chr21	14510480	R	17	0.00	100.00
chr21.14510522	chr21	14510522	R	18	11.11	88.89
chr21.14510514	chr21	14510514	R	18	0.00	100.00
chr21.14552187	chr21	14552187	R	10	100.00	0.00
chr21.14552185	chr21	14552185	R	10	100.00	0.00
chr21.14568310	chr21	14568310	F	18	5.56	94.44
chr21.14568204	chr21	14568204	F	23	4.35	95.65
chr21.14568304	chr21	14568304	F	18	5.56	94.44
chr21.14568297	chr21	14568297	F	18	0.00	100.00
chr21.14568183	chr21	14568183	F	23	4.35	95.65
chr21.14568331	chr21	14568331	F	11	27.27	72.73
chr21.14568176	chr21	14568176	F	21	4.76	95.24
chr21.14568278	chr21	14568278	F	18	0.00	100.00
chr21.14568460	chr21	14568460	F	13	53.85	46.15
chr21.14568456	chr21	14568456	F	13	100.00	0.00
chr21.14568220	chr21	14568220	F	23	4.35	95.65
chr21.14568336	chr21	14568336	F	11	27.27	72.73
chr21.14568306	chr21	14568306	F	18	5.56	94.44
chr21.14568450	chr21	14568450	F	13	53.85	46.15
chr21.14568271	chr21	14568271	F	17	0.00	100.00
chr21.14568196	chr21	14568196	F	22	0.00	100.00
chr21.14568171	chr21	14568171	F	19	5.26	94.74
chr21.14677320	chr21	14677320	F	13	0.00	100.00
chr21.14677066	chr21	14677066	R	15	0.00	100.00
chr21.14677277	chr21	14677277	R	26	0.00	100.00
chr21.14677544	chr21	14677544	R	19	0.00	100.00
chr21.14677256	chr21	14677256	R	25	0.00	100.00
chr21.14677276	chr21	14677276	F	13	0.00	100.00
chr21.14677362	chr21	14677362	R	12	0.00	100.00
chr21.14677376	chr21	14677376	F	22	0.00	100.00
chr21.14677409	chr21	14677409	F	22	0.00	100.00
chr21.14677069	chr21	14677069	R	15	0.00	100.00
chr21.14677385	chr21	14677385	F	22	0.00	100.00
chr21.14677119	chr21	14677119	F	13	0.00	100.00
chr21.14677516	chr21	14677516	R	19	0.00	100.00
chr21.14677097	chr21	14677097	R	15	0.00	100.00
chr21.14677294	chr21	14677294	F	13	0.00	100.00
chr21.14677323	chr21	14677323	F	13	0.00	100.00
chr21.14677244	chr21	14677244	R	19	0.00	100.00
chr21.14677252	chr21	14677252	R	22	0.00	100.00
chr21.14677113	chr21	14677113	F	13	0.00	100.00
chr21.14677142	chr21	14677142	F	13	0.00	100.00
chr21.14677377	chr21	14677377	R	17	0.00	100.00
chr21.14677535	chr21	14677535	R	19	0.00	100.00
chr21.14677134	chr21	14677134	F	13	0.00	100.00
chr21.14677540	chr21	14677540	R	19	0.00	100.00
chr21.14677352	chr21	14677352	R	17	0.00	100.00
chr21.14677096	chr21	14677096	F	13	0.00	100.00
chr21.14677504	chr21	14677504	R	14	0.00	100.00
chr21.14748422	chr21	14748422	R	10	0.00	100.00
chr21.14853925	chr21	14853925	R	14	100.00	0.00
chr21.15136531	chr21	15136531	F	15	73.33	26.67
chr21.15136547	chr21	15136547	F	15	100.00	0.00
chr21.15136527	chr21	15136527	F	15	100.00	0.00
chr21.15242126	chr21	15242126	R	19	100.00	0.00
chr21.15242079	chr21	15242079	R	18	100.00	0.00
chr21.15290565	chr21	15290565	R	13	100.00	0.00
chr21.15358815	chr21	15358815	F	30	0.00	100.00
chr21.15358689	chr21	15358689	R	13	0.00	100.00
chr21.15358893	chr21	15358893	F	10	0.00	100.00
chr21.15358829	chr21	15358829	F	28	0.00	100.00
chr21.15358643	chr21	15358643	F	19	0.00	100.00
chr21.15358927	chr21	15358927	F	10	0.00	100.00
chr21.15358559	chr21	15358559	R	11	0.00	100.00
chr21.15358921	chr21	15358921	F	10	0.00	100.00
chr21.15358820	chr21	15358820	F	29	0.00	100.00
chr21.15358812	chr21	15358812	F	29	0.00	100.00
chr21.15359092	chr21	15359092	R	11	0.00	100.00
chr21.15358801	chr21	15358801	F	29	0.00	100.00
chr21.15358488	chr21	15358488	R	10	0.00	100.00
chr21.15358637	chr21	15358637	F	19	0.00	100.00
chr21.15359105	chr21	15359105	R	10	0.00	100.00
chr21.15359080	chr21	15359080	R	11	0.00	100.00
chr21.15358849	chr21	15358849	R	13	0.00	100.00
chr21.15358331	chr21	15358331	F	14	7.14	92.86
chr21.15358702	chr21	15358702	R	13	0.00	100.00
chr21.15358923	chr21	15358923	F	10	0.00	100.00
chr21.15359054	chr21	15359054	F	10	0.00	100.00
chr21.15358522	chr21	15358522	R	10	0.00	100.00
chr21.15358924	chr21	15358924	R	30	0.00	100.00
chr21.15358697	chr21	15358697	R	13	0.00	100.00
chr21.15358803	chr21	15358803	F	30	0.00	100.00
chr21.15358562	chr21	15358562	R	11	0.00	100.00
chr21.15358368	chr21	15358368	F	15	0.00	100.00
chr21.15358945	chr21	15358945	R	29	0.00	100.00
chr21.15359109	chr21	15359109	R	11	0.00	100.00
chr21.15358795	chr21	15358795	F	30	0.00	100.00
chr21.15359088	chr21	15359088	R	11	0.00	100.00
chr21.15358823	chr21	15358823	F	30	0.00	100.00
chr21.15358964	chr21	15358964	R	28	0.00	100.00
chr21.15359094	chr21	15359094	R	11	0.00	100.00
chr21.15359084	chr21	15359084	R	11	0.00	100.00
chr21.15358900	chr21	15358900	F	10	0.00	100.00
chr21.15358536	chr21	15358536	R	10	0.00	100.00
chr21.15358866	chr21	15358866	R	13	0.00	100.00
chr21.15358948	chr21	15358948	R	30	0.00	100.00
chr21.15358896	chr21	15358896	F	10	0.00	100.00
chr21.15359072	chr21	15359072	R	11	0.00	100.00
chr21.15358859	chr21	15358859	R	13	0.00	100.00
chr21.15358515	chr21	15358515	R	10	0.00	100.00
chr21.15358665	chr21	15358665	F	19	0.00	100.00
chr21.15358693	chr21	15358693	R	13	0.00	100.00
chr21.15358912	chr21	15358912	F	10	0.00	100.00
chr21.15358830	chr21	15358830	R	11	0.00	100.00
chr21.15358567	chr21	15358567	R	11	0.00	100.00
chr21.15358922	chr21	15358922	R	27	0.00	100.00
chr21.15358662	chr21	15358662	R	10	0.00	100.00
chr21.15358656	chr21	15358656	F	19	0.00	100.00
chr21.15358832	chr21	15358832	R	12	0.00	100.00
chr21.15358661	chr21	15358661	F	19	0.00	100.00
chr21.15358950	chr21	15358950	R	28	0.00	100.00
chr21.15358856	chr21	15358856	R	13	0.00	100.00
chr21.15359098	chr21	15359098	R	11	0.00	100.00
chr21.15359113	chr21	15359113	R	11	0.00	100.00
chr21.15358831	chr21	15358831	F	28	0.00	100.00
chr21.15358868	chr21	15358868	R	13	0.00	100.00
chr21.15358658	chr21	15358658	F	19	0.00	100.00
chr21.15359121	chr21	15359121	R	11	0.00	100.00
chr21.15358578	chr21	15358578	R	12	0.00	100.00
chr21.15358552	chr21	15358552	R	11	0.00	100.00
chr21.15358707	chr21	15358707	R	13	7.69	92.31
chr21.15358874	chr21	15358874	R	13	0.00	100.00
chr21.15358861	chr21	15358861	R	13	0.00	100.00
chr21.15358928	chr21	15358928	R	30	0.00	100.00
chr21.15358659	chr21	15358659	R	11	0.00	100.00
chr21.15358571	chr21	15358571	R	11	0.00	100.00
chr21.15358374	chr21	15358374	F	14	0.00	100.00
chr21.15359096	chr21	15359096	R	11	0.00	100.00
chr21.15359358	chr21	15359358	R	16	0.00	100.00
chr21.15359559	chr21	15359559	R	13	0.00	100.00
chr21.15359565	chr21	15359565	R	13	0.00	100.00
chr21.15359536	chr21	15359536	F	11	0.00	100.00
chr21.15359564	chr21	15359564	F	11	0.00	100.00
chr21.15359562	chr21	15359562	F	11	0.00	100.00
chr21.15359558	chr21	15359558	F	11	0.00	100.00
chr21.15360037	chr21	15360037	F	15	0.00	100.00
chr21.15359603	chr21	15359603	R	19	0.00	100.00
chr21.15359578	chr21	15359578	R	19	0.00	100.00
chr21.15359568	chr21	15359568	F	10	0.00	100.00
chr21.15359569	chr21	15359569	R	13	0.00	100.00
chr21.15359563	chr21	15359563	R	13	0.00	100.00
chr21.15359577	chr21	15359577	F	13	0.00	100.00
chr21.15432939	chr21	15432939	F	10	0.00	100.00
chr21.15432927	chr21	15432927	F	10	0.00	100.00
chr21.15447057	chr21	15447057	F	11	0.00	100.00
chr21.15447185	chr21	15447185	R	26	96.15	3.85
chr21.15458638	chr21	15458638	R	15	100.00	0.00
chr21.15502582	chr21	15502582	F	21	95.24	4.76
chr21.15502608	chr21	15502608	F	21	85.71	14.29
chr21.15513059	chr21	15513059	R	11	100.00	0.00
chr21.15513065	chr21	15513065	R	11	100.00	0.00
chr21.15513083	chr21	15513083	R	11	100.00	0.00
chr21.15513091	chr21	15513091	R	11	100.00	0.00
chr21.15583554	chr21	15583554	R	22	90.91	9.09
chr21.15583672	chr21	15583672	F	12	91.67	8.33
chr21.15583585	chr21	15583585	R	22	100.00	0.00
chr21.15583576	chr21	15583576	R	22	100.00	0.00
chr21.15583654	chr21	15583654	F	12	83.33	16.67
chr21.15583673	chr21	15583673	R	12	91.67	8.33
chr21.15583407	chr21	15583407	F	10	100.00	0.00
chr21.15583716	chr21	15583716	R	12	100.00	0.00
chr21.15584720	chr21	15584720	F	18	83.33	16.67
chr21.15584444	chr21	15584444	F	21	100.00	0.00
chr21.15584678	chr21	15584678	R	11	72.73	27.27
chr21.15584560	chr21	15584560	R	27	77.78	22.22
chr21.15584596	chr21	15584596	R	25	84.00	12.00
chr21.15584811	chr21	15584811	R	19	78.95	21.05
chr21.15584694	chr21	15584694	R	11	72.73	27.27
chr21.15584721	chr21	15584721	R	11	72.73	27.27
chr21.15584415	chr21	15584415	F	21	100.00	0.00
chr21.15601975	chr21	15601975	R	10	100.00	0.00
chr21.15622056	chr21	15622056	F	14	100.00	0.00
chr21.15678073	chr21	15678073	F	10	100.00	0.00
chr21.15687046	chr21	15687046	R	10	90.00	10.00
chr21.15698788	chr21	15698788	F	18	100.00	0.00
chr21.15737056	chr21	15737056	R	18	0.00	100.00
chr21.15737015	chr21	15737015	R	18	61.11	38.89
chr21.15788755	chr21	15788755	R	17	100.00	0.00
chr21.15788862	chr21	15788862	F	11	72.73	27.27
chr21.15788752	chr21	15788752	R	17	100.00	0.00
chr21.15788733	chr21	15788733	R	17	100.00	0.00
chr21.15788901	chr21	15788901	F	11	72.73	27.27
chr21.15826378	chr21	15826378	R	12	83.33	16.67
chr21.15884747	chr21	15884747	R	17	100.00	0.00
chr21.15930660	chr21	15930660	R	16	100.00	0.00
chr21.15930238	chr21	15930238	F	15	100.00	0.00
chr21.15930261	chr21	15930261	F	15	100.00	0.00
chr21.15930316	chr21	15930316	R	11	100.00	0.00
chr21.15950793	chr21	15950793	R	11	100.00	0.00
chr21.15950809	chr21	15950809	R	11	100.00	0.00
chr21.16003863	chr21	16003863	R	10	100.00	0.00
chr21.16014738	chr21	16014738	R	18	100.00	0.00
chr21.16014734	chr21	16014734	R	18	94.44	5.56
chr21.16014722	chr21	16014722	R	18	94.44	5.56
chr21.16016500	chr21	16016500	R	13	100.00	0.00
chr21.16024353	chr21	16024353	F	18	0.00	100.00
chr21.16023911	chr21	16023911	R	14	0.00	100.00
chr21.16024425	chr21	16024425	R	12	0.00	100.00
chr21.16024568	chr21	16024568	F	15	0.00	100.00
chr21.16023947	chr21	16023947	R	16	0.00	100.00
chr21.16024338	chr21	16024338	F	18	0.00	100.00
chr21.16023880	chr21	16023880	F	28	0.00	100.00
chr21.16024331	chr21	16024331	F	18	0.00	100.00
chr21.16024576	chr21	16024576	F	15	0.00	100.00
chr21.16023910	chr21	16023910	F	28	0.00	100.00
chr21.16024443	chr21	16024443	F	13	0.00	100.00
chr21.16024456	chr21	16024456	F	13	0.00	100.00
chr21.16024346	chr21	16024346	F	17	0.00	100.00
chr21.16024553	chr21	16024553	F	15	0.00	100.00
chr21.16024574	chr21	16024574	F	15	0.00	100.00
chr21.16023919	chr21	16023919	F	28	0.00	100.00
chr21.16024399	chr21	16024399	R	10	0.00	100.00
chr21.16023859	chr21	16023859	R	10	0.00	100.00
chr21.16023922	chr21	16023922	R	11	0.00	100.00
chr21.16023900	chr21	16023900	F	28	0.00	100.00
chr21.16023921	chr21	16023921	F	28	0.00	100.00
chr21.16024255	chr21	16024255	R	16	0.00	100.00
chr21.16024260	chr21	16024260	R	15	0.00	100.00
chr21.16023901	chr21	16023901	R	16	0.00	100.00
chr21.16024286	chr21	16024286	R	16	0.00	100.00
chr21.16024412	chr21	16024412	R	12	0.00	100.00
chr21.16024543	chr21	16024543	F	14	0.00	100.00
chr21.16024249	chr21	16024249	R	16	0.00	100.00
chr21.16024402	chr21	16024402	R	11	0.00	100.00
chr21.16024253	chr21	16024253	R	16	0.00	100.00
chr21.16023765	chr21	16023765	F	13	0.00	100.00
chr21.16024431	chr21	16024431	F	12	0.00	100.00
chr21.16024410	chr21	16024410	R	12	0.00	100.00
chr21.16024391	chr21	16024391	R	12	0.00	100.00
chr21.16023788	chr21	16023788	F	13	0.00	100.00
chr21.16023845	chr21	16023845	R	13	0.00	100.00
chr21.16024559	chr21	16024559	F	15	0.00	100.00
chr21.16023917	chr21	16023917	R	15	0.00	100.00
chr21.16024293	chr21	16024293	R	16	0.00	100.00
chr21.16024547	chr21	16024547	F	14	0.00	100.00
chr21.16024317	chr21	16024317	F	18	0.00	100.00
chr21.16024276	chr21	16024276	R	15	0.00	100.00
chr21.16024325	chr21	16024325	F	18	0.00	100.00
chr21.16023775	chr21	16023775	F	13	0.00	100.00
chr21.16024571	chr21	16024571	F	15	0.00	100.00
chr21.16024245	chr21	16024245	R	16	0.00	100.00
chr21.16023932	chr21	16023932	R	16	0.00	100.00
chr21.16024565	chr21	16024565	F	15	0.00	100.00
chr21.16024421	chr21	16024421	R	12	0.00	100.00
chr21.16024335	chr21	16024335	F	18	0.00	100.00
chr21.16024437	chr21	16024437	F	13	0.00	100.00
chr21.16024322	chr21	16024322	F	18	0.00	100.00
chr21.16024562	chr21	16024562	F	15	0.00	100.00
chr21.16024278	chr21	16024278	R	15	0.00	100.00
chr21.16023940	chr21	16023940	R	16	0.00	100.00
chr21.16024428	chr21	16024428	R	12	0.00	100.00
chr21.16023758	chr21	16023758	F	14	0.00	100.00
chr21.16024427	chr21	16024427	F	13	0.00	100.00
chr21.16023891	chr21	16023891	F	28	0.00	100.00
chr21.16024267	chr21	16024267	R	16	0.00	100.00
chr21.16024361	chr21	16024361	F	18	0.00	100.00
chr21.16024351	chr21	16024351	F	18	0.00	100.00
chr21.16024419	chr21	16024419	R	12	0.00	100.00
chr21.16024462	chr21	16024462	F	13	0.00	100.00
chr21.16024263	chr21	16024263	R	16	0.00	100.00
chr21.16023893	chr21	16023893	F	28	0.00	100.00
chr21.16024445	chr21	16024445	F	13	0.00	100.00
chr21.16024556	chr21	16024556	F	15	0.00	100.00
chr21.16024589	chr21	16024589	F	13	0.00	100.00
chr21.16024327	chr21	16024327	F	18	0.00	100.00
chr21.16023916	chr21	16023916	F	28	0.00	100.00
chr21.16024394	chr21	16024394	R	12	0.00	100.00
chr21.16033213	chr21	16033213	R	19	89.47	10.53
chr21.16076527	chr21	16076527	R	26	92.31	7.69
chr21.16076355	chr21	16076355	F	12	100.00	0.00
chr21.16076341	chr21	16076341	F	12	100.00	0.00
chr21.16167809	chr21	16167809	R	10	100.00	0.00
chr21.16167845	chr21	16167845	R	11	100.00	0.00
chr21.16202432	chr21	16202432	F	25	100.00	0.00
chr21.16202577	chr21	16202577	R	10	100.00	0.00
chr21.16228286	chr21	16228286	F	11	100.00	0.00
chr21.16228290	chr21	16228290	F	11	100.00	0.00
chr21.16242036	chr21	16242036	R	18	38.89	61.11
chr21.16242033	chr21	16242033	R	17	41.18	58.82
chr21.16291204	chr21	16291204	F	15	100.00	0.00
chr21.16291220	chr21	16291220	F	13	92.31	7.69
chr21.16291208	chr21	16291208	F	15	100.00	0.00
chr21.16313710	chr21	16313710	R	10	100.00	0.00
chr21.16356326	chr21	16356326	R	16	100.00	0.00
chr21.16454615	chr21	16454615	F	11	100.00	0.00
chr21.16454616	chr21	16454616	R	12	66.67	33.33
chr21.16454628	chr21	16454628	R	12	100.00	0.00
chr21.16454650	chr21	16454650	R	12	100.00	0.00
chr21.16454568	chr21	16454568	F	13	100.00	0.00
chr21.16595363	chr21	16595363	F	14	92.86	7.14
chr21.16612349	chr21	16612349	F	12	100.00	0.00
chr21.16620605	chr21	16620605	F	12	91.67	8.33
chr21.16620620	chr21	16620620	F	12	66.67	33.33
chr21.16650780	chr21	16650780	R	29	100.00	0.00
chr21.16650774	chr21	16650774	R	28	100.00	0.00
chr21.16713421	chr21	16713421	F	13	76.92	23.08
chr21.16713387	chr21	16713387	F	13	69.23	30.77
chr21.16713424	chr21	16713424	R	10	40.00	60.00
chr21.16713423	chr21	16713423	F	13	84.62	15.38
chr21.16713466	chr21	16713466	R	21	61.90	38.10
chr21.16788196	chr21	16788196	R	21	100.00	0.00
chr21.16788163	chr21	16788163	R	21	100.00	0.00
chr21.16849374	chr21	16849374	F	20	85.00	15.00
chr21.16857752	chr21	16857752	F	14	92.86	7.14
chr21.16869860	chr21	16869860	F	14	100.00	0.00
chr21.16869890	chr21	16869890	F	13	100.00	0.00
chr21.16869844	chr21	16869844	F	14	92.86	7.14
chr21.16915570	chr21	16915570	R	14	100.00	0.00
chr21.16915603	chr21	16915603	R	14	100.00	0.00
chr21.16954558	chr21	16954558	F	12	100.00	0.00
chr21.16954514	chr21	16954514	F	10	60.00	40.00
chr21.16954518	chr21	16954518	F	10	100.00	0.00
chr21.16954530	chr21	16954530	F	10	100.00	0.00
chr21.17043269	chr21	17043269	F	13	100.00	0.00
chr21.17043261	chr21	17043261	F	13	100.00	0.00
chr21.17247505	chr21	17247505	F	10	100.00	0.00
chr21.17269426	chr21	17269426	R	14	100.00	0.00
chr21.17347665	chr21	17347665	F	10	40.00	60.00
chr21.17347694	chr21	17347694	F	10	100.00	0.00
chr21.17385151	chr21	17385151	R	321	97.51	2.49
chr21.17386354	chr21	17386354	R	14	85.71	14.29
chr21.17386318	chr21	17386318	R	17	64.71	35.29
chr21.17419551	chr21	17419551	R	23	100.00	0.00
chr21.17419460	chr21	17419460	R	17	100.00	0.00
chr21.17420918	chr21	17420918	R	10	100.00	0.00
chr21.17420898	chr21	17420898	R	10	100.00	0.00
chr21.17420890	chr21	17420890	R	10	100.00	0.00
chr21.17511073	chr21	17511073	F	21	100.00	0.00
chr21.17511093	chr21	17511093	F	21	100.00	0.00
chr21.17511088	chr21	17511088	F	21	100.00	0.00
chr21.17527896	chr21	17527896	R	10	100.00	0.00
chr21.17545266	chr21	17545266	R	10	100.00	0.00
chr21.17646773	chr21	17646773	F	21	90.48	9.52
chr21.17646785	chr21	17646785	F	21	66.67	33.33
chr21.17656016	chr21	17656016	F	11	100.00	0.00
chr21.17656020	chr21	17656020	F	11	90.91	0.00
chr21.17719707	chr21	17719707	R	23	95.65	4.35
chr21.17719743	chr21	17719743	R	24	100.00	0.00
chr21.17727853	chr21	17727853	R	15	100.00	0.00
chr21.17731709	chr21	17731709	F	21	100.00	0.00
chr21.17731701	chr21	17731701	F	21	90.48	9.52
chr21.17731698	chr21	17731698	F	21	95.24	4.76
chr21.17745007	chr21	17745007	F	13	100.00	0.00
chr21.17744966	chr21	17744966	F	15	93.33	6.67
chr21.17744957	chr21	17744957	R	11	45.45	54.55
chr21.17745005	chr21	17745005	F	14	100.00	0.00
chr21.17744967	chr21	17744967	R	11	90.91	9.09
chr21.17748252	chr21	17748252	R	12	100.00	0.00
chr21.17748288	chr21	17748288	R	12	100.00	0.00
chr21.17750426	chr21	17750426	F	11	81.82	18.18
chr21.17750430	chr21	17750430	F	11	81.82	18.18
chr21.17750470	chr21	17750470	F	10	100.00	0.00
chr21.17750442	chr21	17750442	F	11	100.00	0.00
chr21.17750436	chr21	17750436	F	11	81.82	18.18
chr21.17751538	chr21	17751538	F	10	100.00	0.00
chr21.17751629	chr21	17751629	F	10	100.00	0.00
chr21.17751567	chr21	17751567	F	14	100.00	0.00
chr21.17751918	chr21	17751918	R	13	84.62	15.38
chr21.17751640	chr21	17751640	F	10	90.00	10.00
chr21.17776181	chr21	17776181	F	11	81.82	18.18
chr21.17803088	chr21	17803088	R	21	100.00	0.00
chr21.17803059	chr21	17803059	R	20	90.00	10.00
chr21.17804839	chr21	17804839	F	12	100.00	0.00
chr21.17804725	chr21	17804725	F	10	90.00	10.00
chr21.17807681	chr21	17807681	F	20	0.00	100.00
chr21.17807821	chr21	17807821	R	25	0.00	100.00
chr21.17807150	chr21	17807150	F	30	0.00	100.00
chr21.17807638	chr21	17807638	R	12	0.00	100.00
chr21.17807174	chr21	17807174	F	31	0.00	100.00
chr21.17807627	chr21	17807627	F	11	0.00	100.00
chr21.17807633	chr21	17807633	R	12	0.00	100.00
chr21.17807629	chr21	17807629	F	12	0.00	100.00
chr21.17807600	chr21	17807600	F	12	8.33	91.67
chr21.17807649	chr21	17807649	R	11	0.00	100.00
chr21.17807703	chr21	17807703	F	20	0.00	100.00
chr21.17807161	chr21	17807161	F	30	0.00	100.00
chr21.17807178	chr21	17807178	F	30	0.00	100.00
chr21.17807582	chr21	17807582	F	12	0.00	100.00
chr21.17807676	chr21	17807676	F	20	0.00	100.00
chr21.17807628	chr21	17807628	R	11	0.00	100.00
chr21.17807850	chr21	17807850	R	24	0.00	100.00
chr21.17807725	chr21	17807725	F	20	0.00	100.00
chr21.17807597	chr21	17807597	F	12	8.33	91.67
chr21.17807159	chr21	17807159	F	30	0.00	100.00
chr21.17807588	chr21	17807588	F	12	8.33	91.67
chr21.17807706	chr21	17807706	F	19	0.00	100.00
chr21.17807801	chr21	17807801	R	25	0.00	96.00
chr21.17807197	chr21	17807197	F	15	0.00	100.00
chr21.17807623	chr21	17807623	F	12	0.00	100.00
chr21.17807677	chr21	17807677	R	12	0.00	100.00
chr21.17807630	chr21	17807630	R	12	0.00	100.00
chr21.17832330	chr21	17832330	R	22	90.91	9.09
chr21.17832352	chr21	17832352	R	22	90.91	9.09
chr21.17832348	chr21	17832348	R	22	95.45	4.55
chr21.17874573	chr21	17874573	F	13	84.62	15.38
chr21.17874591	chr21	17874591	F	12	100.00	0.00
chr21.17874557	chr21	17874557	F	13	100.00	0.00
chr21.17907318	chr21	17907318	R	21	0.00	100.00
chr21.17906946	chr21	17906946	F	19	0.00	100.00
chr21.17906439	chr21	17906439	R	11	0.00	100.00
chr21.17907358	chr21	17907358	F	11	0.00	100.00
chr21.17907039	chr21	17907039	F	11	0.00	100.00
chr21.17907325	chr21	17907325	R	21	0.00	100.00
chr21.17906498	chr21	17906498	F	16	0.00	100.00
chr21.17907513	chr21	17907513	R	28	46.43	53.57
chr21.17906853	chr21	17906853	R	16	0.00	100.00
chr21.17907131	chr21	17907131	R	13	0.00	100.00
chr21.17906699	chr21	17906699	R	13	0.00	100.00
chr21.17906971	chr21	17906971	R	13	0.00	100.00
chr21.17907012	chr21	17907012	R	13	0.00	100.00
chr21.17907126	chr21	17907126	R	13	0.00	100.00
chr21.17907027	chr21	17907027	F	11	0.00	100.00
chr21.17907008	chr21	17907008	R	13	0.00	100.00
chr21.17906607	chr21	17906607	F	25	0.00	100.00
chr21.17906589	chr21	17906589	F	25	0.00	100.00
chr21.17906573	chr21	17906573	R	12	0.00	100.00
chr21.17906496	chr21	17906496	F	16	0.00	100.00
chr21.17906571	chr21	17906571	R	11	0.00	100.00
chr21.17906701	chr21	17906701	R	14	0.00	100.00
chr21.17907051	chr21	17907051	F	10	0.00	100.00
chr21.17907540	chr21	17907540	R	28	7.14	92.86
chr21.17906537	chr21	17906537	F	16	0.00	100.00
chr21.17907113	chr21	17907113	R	13	0.00	100.00
chr21.17907505	chr21	17907505	R	27	37.04	62.96
chr21.17907124	chr21	17907124	R	13	0.00	100.00
chr21.17906420	chr21	17906420	R	11	0.00	100.00
chr21.17906447	chr21	17906447	R	11	0.00	100.00
chr21.17907035	chr21	17907035	F	11	0.00	100.00
chr21.17906976	chr21	17906976	F	19	0.00	100.00
chr21.17906722	chr21	17906722	R	12	0.00	100.00
chr21.17907014	chr21	17907014	F	11	0.00	100.00
chr21.17907306	chr21	17907306	R	20	0.00	100.00
chr21.17907029	chr21	17907029	F	11	0.00	100.00
chr21.17907348	chr21	17907348	F	11	0.00	100.00
chr21.17906605	chr21	17906605	F	25	0.00	100.00
chr21.17906979	chr21	17906979	R	12	0.00	100.00
chr21.17907049	chr21	17907049	F	10	0.00	100.00
chr21.17906730	chr21	17906730	R	17	0.00	100.00
chr21.17906441	chr21	17906441	R	11	0.00	100.00
chr21.17907020	chr21	17907020	F	11	0.00	100.00
chr21.17906714	chr21	17906714	R	11	0.00	100.00
chr21.17907335	chr21	17907335	R	21	0.00	100.00
chr21.17906872	chr21	17906872	R	16	0.00	100.00
chr21.17907047	chr21	17907047	F	10	0.00	100.00
chr21.17906517	chr21	17906517	F	16	0.00	100.00
chr21.17906541	chr21	17906541	R	12	0.00	100.00
chr21.17907016	chr21	17907016	F	11	0.00	100.00
chr21.17907349	chr21	17907349	R	21	0.00	100.00
chr21.17907011	chr21	17907011	F	11	0.00	100.00
chr21.17907087	chr21	17907087	R	14	0.00	100.00
chr21.17907095	chr21	17907095	R	14	0.00	100.00
chr21.17907333	chr21	17907333	R	21	0.00	100.00
chr21.17906490	chr21	17906490	F	16	0.00	100.00
chr21.17906619	chr21	17906619	F	25	0.00	100.00
chr21.17906543	chr21	17906543	R	13	0.00	100.00
chr21.17907361	chr21	17907361	F	11	0.00	100.00
chr21.17906996	chr21	17906996	R	13	0.00	100.00
chr21.17906995	chr21	17906995	F	18	0.00	100.00
chr21.17907754	chr21	17907754	R	10	100.00	0.00
chr21.17907315	chr21	17907315	R	21	0.00	100.00
chr21.17907387	chr21	17907387	F	14	0.00	100.00
chr21.17907032	chr21	17907032	F	11	0.00	100.00
chr21.17906688	chr21	17906688	R	14	0.00	100.00
chr21.17907001	chr21	17907001	R	13	0.00	100.00
chr21.17906962	chr21	17906962	F	19	0.00	100.00
chr21.17906977	chr21	17906977	R	13	0.00	100.00
chr21.17906970	chr21	17906970	F	19	0.00	100.00
chr21.17906430	chr21	17906430	R	11	0.00	100.00
chr21.17906978	chr21	17906978	F	19	0.00	100.00
chr21.17906456	chr21	17906456	R	11	0.00	100.00
chr21.17907320	chr21	17907320	R	21	0.00	100.00
chr21.17907312	chr21	17907312	R	20	0.00	100.00
chr21.17906706	chr21	17906706	R	14	0.00	100.00
chr21.17907732	chr21	17907732	R	13	100.00	0.00
chr21.17906838	chr21	17906838	R	15	0.00	100.00
chr21.17906595	chr21	17906595	F	25	0.00	100.00
chr21.17906725	chr21	17906725	R	12	0.00	100.00
chr21.17906582	chr21	17906582	R	10	0.00	100.00
chr21.17907111	chr21	17907111	R	13	0.00	100.00
chr21.17907383	chr21	17907383	F	11	0.00	100.00
chr21.17906693	chr21	17906693	R	10	0.00	100.00
chr21.17907310	chr21	17907310	R	19	0.00	100.00
chr21.17906590	chr21	17906590	R	12	0.00	100.00
chr21.17907391	chr21	17907391	F	14	14.29	85.71
chr21.17907108	chr21	17907108	R	13	0.00	100.00
chr21.17906408	chr21	17906408	R	11	0.00	100.00
chr21.17931455	chr21	17931455	F	10	90.00	10.00
chr21.17931612	chr21	17931612	R	11	100.00	0.00
chr21.17931423	chr21	17931423	F	10	100.00	0.00
